paper_id,paper_section,version,subject_raw,subject_code,subject_trend_only,object_raw,object_code,rel_raw,rel_exists,rel_direction,rel_valence,rel_conditionality_raw,rel_conditionality_code,rel_uncertainty_raw,rel_uncertainty_code,rel_exists_note,effect_raw,effect_metric,effect_magnitude,effect_error_metric,effect_error_magnitude,source_locus,source_citation_raw,method_raw,method_type,causal_inference_level,geographic_scope_raw,geographic_scope_code,temporal_scope_raw,temporal_scope_code,population_raw,population_code
bisseleua2013,Results,v0.2.0-alpha,"""shade index""",shade_index [UNVERIFIED],No,"""input cost (pesticides and labour)""",input_cost [UNVERIFIED],"""y = 303.1 - 333.3x, F1,19=13.3, r²=0.43, p<0.005""",Yes,Subject→Object,Negative,"""more shade = lower input cost (less spraying)""",Population-specific,"""significantly""",Asserted,"""[FLAG] novel object code: input_cost.""","""y=303.1-333.3x, F1,19=13.3, r²=0.43, p<0.005""",linear regression slope,-333.3,r-squared,0.43,Original to this study,,"""Household survey + plot-level regression""",Statistical modelling,Association,"""Cameroon""",Country,"""Two cocoa seasons""",multi-year,"""200 farmers per region""",Human
bisseleua2013,Results,v0.2.0-alpha,"""input cost""",input_cost [UNVERIFIED],No,"""annual net return""",farmer_net_returns,"""higher inputs in the cocoa farms do not necessarily result in a higher net return""",Uncertain,Subject→Object,Indeterminate,"""smallholder cocoa agroforests""",Unconditional,"""not necessarily""",Possible,"""Marginally significant relationship.""","""y=1490.5+6.7x, r²=0.18, F1,19=3.87, P=0.06""",linear regression slope,6.7,r-squared,0.18,Original to this study,,"""Plot-level regression""",Statistical modelling,Association,"""Cameroon""",Country,"""Two cocoa seasons""",multi-year,"""200 farmers per region""",Human
bisseleua2013,Results,v0.2.0-alpha,"""percent shade cover""",shade_cover_percentage,No,"""ant species richness""",natural_enemy_abundance,"""ant richness was positively related with shade cover (F1,19=12.2, r²=0.40, P<0.01)""",Yes,Subject→Object,Positive,"""smallholder cocoa agroforests""",Population-specific,"""significantly""",Asserted,,"""F1,19=12.2, r²=0.40, P<0.01""",F-statistic,12.2,r-squared,0.40,Original to this study,,"""Linear regression""",Statistical modelling,Association,"""Cameroon""",Country,"""Two cocoa seasons""",multi-year,"""20 cocoa agroforests""",Terrestrial ecosystem
bisseleua2013,Discussion,v0.2.0-alpha,"""diverse shade canopy""",shade_tree_species_richness,No,"""damage caused by cocoa pests""",pod_loss_to_pests,"""our study shows the importance of a diverse shade canopy in reducing damage caused by cocoa pests""",Yes,Subject→Object,Negative,"""cocoa agroforestry landscapes""",Population-specific,"""shows the importance""",Asserted,"""Summary statement consolidating multiple regressions above.""",Not reported,narrative only,Not reported,Not reported,Not reported,Original to this study,,"""Synthesis of own results""",Statistical modelling,Association,"""Cameroon""",Country,"""Two cocoa seasons""",multi-year,"""20 cocoa agroforests""",Terrestrial ecosystem
bisseleua2013,Discussion,v0.2.0-alpha,"""shade tree diversity""",shade_tree_species_richness,No,"""ant and parasitoid richness""",natural_enemy_abundance,"""greater diversity of shade trees in cocoa plantations was positively related to ant and parasitoids richness, and thus supported more natural enemies""",Yes,Subject→Object,Positive,"""cocoa plantations""",Population-specific,"""positively related""",Probable,,Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Bisseleua DHB et al. Conserv Biol 2009;5:1176-1184; Klein AM et al. J Anim Ecol 2006;75:315-323""","""Cited cohort/observational""",Observation,Association,"""Africa, Asia""",Region,"""Not reported""",Not reported,"""Cocoa agroforestry systems""",Terrestrial ecosystem
bisseleua2013,Introduction,v0.2.0-alpha,"""shaded plantations""",agroforestry_vs_monoculture,No,"""ecosystem services like pest control, pollination, weed control, fungal disease limitation, and soil fertility""",natural_enemy_abundance,"""Plant and animal biodiversity found within shaded cocoa systems could augment ecosystem services like pest control, pollination, weed control, fungal disease limitation, and soil fertility""",Yes,Subject→Object,Positive,"""shaded vs full-sun""",Unconditional,"""could augment""",Probable,"""Cited claim; broad mechanism for biodiversity-yield link.""",Not reported,narrative only,Not reported,Not reported,Not reported,Synthesised from multiple sources,"""Cassano RC et al. Biodiv Conserv 2009;18:577-603; Norgrove L et al. Trop Ecol 2009;50:71-78; Clough Y et al. PNAS 2011;108:8311-8316""","""Cited reviews""",Review,Association,"""Pantropical""",Global,"""Not reported""",Not reported,"""Shaded cocoa systems""",Terrestrial ecosystem
jagoret2017,Results,v0.2.0-alpha,"""mean basal area per cocoa tree (KkoBA)""",cocoa_tree_basal_area [UNVERIFIED],No,"""mean number of pods per cocoa tree""",pod_count,"""The mean number of pods per cocoa tree was positively correlated with the mean basal area per cocoa tree (explanatory power of 46.5% of the variability)""",Yes,Subject→Object,Positive,"""smallholder cocoa agroforests in central Cameroon""",Population-specific,"""highly significant""",Asserted,"""[FLAG] novel subject code: cocoa_tree_basal_area (vigor proxy). Strong vigor → productivity link.""","""linear regression: NbPods = 0.232·KkoBA + b, r²=0.465, p<0.0001""",linear regression slope,0.232,r-squared,0.465,Original to this study,,"""Regional agronomic diagnosis on 48 cocoa agroforests""",Statistical modelling,Association,"""Central Cameroon (Bokito, Zima, Ngomedzap)""",Country,"""2008–2009 (2 cocoa years)""",multi-year,"""48 productive cocoa agroforests aged 11–77 years""",Terrestrial ecosystem
jagoret2017,Results,v0.2.0-alpha,"""density of associated trees (TREDens)""",shade_tree_density,No,"""rate of unproductive adult cocoa trees""",unproductive_cocoa_rate [UNVERIFIED],"""The unproductive cocoa tree rate was positively correlated with [...] the associated tree density""",Yes,Subject→Object,Positive,"""smallholder cocoa agroforests""",Population-specific,"""significantly""",Asserted,"""[FLAG] novel object code: unproductive_cocoa_rate. Mechanism: shade-tree competition reduces vigour of subset of cocoa trees.""","""multiple regression coefficient 0.787, p<0.0001, cumulative r²=0.494""",regression coefficient,0.787,p-value,p<0.0001,Original to this study,,"""Multiple linear regression, forward stepwise""",Statistical modelling,Association,"""Central Cameroon""",Country,"""2008–2009""",multi-year,"""48 cocoa agroforests""",Terrestrial ecosystem
jagoret2017,Results,v0.2.0-alpha,"""number of species associated with cocoa trees (TRESpe)""",shade_tree_species_richness,No,"""rate of unproductive adult cocoa trees""",unproductive_cocoa_rate [UNVERIFIED],"""Conversely, it was negatively correlated with the number of species associated with cocoa trees""",Yes,Subject→Object,Negative,"""smallholder cocoa agroforests""",Population-specific,"""significantly""",Asserted,"""Interpretation: more diverse shade trees = fewer unproductive cocoa trees. Indirect Positive effect on yield. Direction reverses the headline 'shade reduces yield' story.""","""regression coefficient −7.269, p<0.0001""",regression coefficient,-7.269,p-value,p<0.0001,Original to this study,,"""Multiple linear regression""",Statistical modelling,Association,"""Central Cameroon""",Country,"""2008–2009""",multi-year,"""48 cocoa agroforests""",Terrestrial ecosystem
jagoret2017,Results,v0.2.0-alpha,"""rate of unproductive adult cocoa trees""",unproductive_cocoa_rate [UNVERIFIED],No,"""cocoa yield""",cocoa_yield,"""the unproductive adult cocoa tree rate was negatively correlated with the estimated cocoa yield""",Yes,Subject→Object,Negative,"""smallholder cocoa agroforests""",Population-specific,"""significantly""",Asserted,,"""regression coefficient −7.438, p=0.001, model cumulative r²=0.834""",regression coefficient,-7.438,p-value,p=0.001,Original to this study,,"""Multiple linear regression""",Statistical modelling,Association,"""Central Cameroon""",Country,"""2008–2009""",multi-year,"""48 cocoa agroforests""",Terrestrial ecosystem
jagoret2017,Results,v0.2.0-alpha,"""relative basal area of forest trees (FOrelBA)""",shade_tree_density,No,"""mean basal area per cocoa tree""",cocoa_tree_basal_area [UNVERIFIED],"""the mean basal area per cocoa tree was positively correlated with [...] that of forest trees""",Yes,Subject→Object,Positive,"""smallholder cocoa agroforests""",Population-specific,"""significantly""",Asserted,"""Coefficient positive but small — interpretation: in well-managed agroforests where forest trees occupy more space, cocoa trees also grow larger. Indirect Positive effect.""","""coefficient 0.245, p=0.021, cumulative r²=0.781""",regression coefficient,0.245,p-value,p=0.021,Original to this study,,"""Multiple linear regression""",Statistical modelling,Association,"""Central Cameroon""",Country,"""2008–2009""",multi-year,"""48 cocoa agroforests""",Terrestrial ecosystem
jagoret2017,Discussion,v0.2.0-alpha,"""removal of shade tree""",agroforestry_vs_monoculture,No,"""mean cocoa yield per tree""",cocoa_yield,"""Besse (1972) who, in Côte d'Ivoire, showed that the removal of shade tree led to a 253% increase in the mean cocoa yield per tree over a 5-year period""",Yes,Subject→Object,Negative,"""shade present vs removed""",Unconditional,"""showed""",Asserted,"""Cited finding; coded as agroforestry→yield Negative (more shade = less yield).""","""+253% yield increase after shade removal""",percent change,253,Not reported,Not reported,Cited from prior work,"""Besse J. Café Cacao Thé 1972;16:317–331""","""Cited experimental shade removal trial""",Experiment,Intervention,"""Côte d'Ivoire""",Country,"""5-year period (1960s)""",multi-year,"""Cocoa plantation, Côte d'Ivoire""",Terrestrial ecosystem
jagoret2017,Discussion,v0.2.0-alpha,"""monocropped cocoa trees""",agroforestry_vs_monoculture,No,"""cocoa yield per tree""",cocoa_yield,"""Lachenaud and Mossu (1985) showed that the yield of monocropped cocoa trees was 247% higher than that of a cocoa agroforest""",Yes,Subject→Object,Negative,"""monocrop vs agroforest""",Unconditional,"""showed""",Asserted,"""Same direction as Besse 1972; coded Negative for agroforestry → yield.""","""+247% in monocrop vs agroforest""",percent difference,247,Not reported,Not reported,Cited from prior work,"""Lachenaud P, Mossu G. Café Cacao Thé 1985;29:21–30""","""Cited experimental comparison""",Experiment,Controlled comparison,"""Côte d'Ivoire""",Country,"""Not reported""",Not reported,"""Cocoa plantation""",Terrestrial ecosystem
jagoret2017,Discussion,v0.2.0-alpha,"""intercropping with orange or avocado trees""",agroforestry_vs_monoculture,No,"""pods per cocoa tree per year""",pod_count,"""These latter yielded 30.3 pods tree−1 when combined with orange trees and 28.3 pods tree−1 with avocado trees, instead of 64 pods tree−1 year−1 in the monocrop""",Yes,Subject→Object,Negative,"""orange or avocado as shade trees""",Population-specific,"""showed""",Asserted,"""Quantitative: ~50% yield reduction per tree when shade trees present.""","""30.3 vs 28.3 vs 64 pods/tree/yr""",pod count per tree,30.3,Not reported,Not reported,Cited from prior work,"""Koko LK et al. Agrofor Syst 2013;87:1043–1052""","""Cited on-farm trial""",Experiment,Controlled comparison,"""Côte d'Ivoire""",Country,"""Not reported""",Not reported,"""Cocoa-fruit-tree intercropped plots""",Terrestrial ecosystem
jagoret2017,Discussion,v0.2.0-alpha,"""shade-tree cover""",shade_cover_percentage,No,"""cocoa growth and yield""",cocoa_yield,"""Blaser et al. (2017) who, in Ghana, showed that cocoa growth was lower under shade trees and decreased with increasing shade-tree cover, as it was also observed for cocoa yield""",Yes,Subject→Object,Negative,"""Ghanaian cocoa""",Population-specific,"""showed""",Asserted,,"""decrease with increasing shade-tree cover""",narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Blaser WJ, Oppong J, Yeboah E, Six J. Agric Ecosyst Environ 2017;243:83–91""","""Cited observational study""",Statistical modelling,Association,"""Ghana""",Country,"""Not reported""",Not reported,"""Cocoa agroforests""",Terrestrial ecosystem
jagoret2017,Discussion,v0.2.0-alpha,"""associated tree functional groups (some)""",functional_diversity_of_shade_trees,No,"""cocoa yield""",cocoa_yield,"""some associated functional groups of woody species were consistently related to higher cocoa yield""",Yes,Subject→Object,Positive,"""central Cameroon cocoa agroforests""",Population-specific,"""consistently related""",Probable,"""Cited finding; coded as functional diversity → yield Positive in selected functional groups.""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Saj S et al. Agric Syst 2017;156:95–104""","""Cited cohort""",Statistical modelling,Association,"""Cameroon""",Country,"""Not reported""",Not reported,"""Cocoa plantations of Central Cameroon""",Terrestrial ecosystem
jagoret2017,Discussion,v0.2.0-alpha,"""relative basal area of fruit trees (FRrelBA)""",shade_tree_density,No,"""rate of unproductive adult cocoa trees""",unproductive_cocoa_rate [UNVERIFIED],"""the unproductive cocoa tree rate was positively correlated with [...] the fruit trees relative basal area""",Yes,Subject→Object,Positive,"""smallholder cocoa agroforests; effect smaller than for forest trees""",Population-specific,"""less marked""",Probable,"""Fruit trees compete less than forest trees but still increase unproductive cocoa rate.""","""regression coefficient 0.207, p=0.01""",regression coefficient,0.207,p-value,p=0.01,Original to this study,,"""Multiple linear regression""",Statistical modelling,Association,"""Central Cameroon""",Country,"""2008–2009""",multi-year,"""48 cocoa agroforests""",Terrestrial ecosystem
jagoret2017,Introduction,v0.2.0-alpha,"""complex agroforestry systems""",agroforestry_vs_monoculture,No,"""biodiversity conservation, soil fertility, carbon sequestration, pest control""",natural_enemy_abundance,"""complex agroforestry systems in the humid tropics [...] have many potential advantages [...] a better control of pest pressure, and increased environmental services such as biodiversity conservation, soil fertility, and carbon sequestration""",Yes,Subject→Object,Positive,"""humid tropical agroforestry""",Population-specific,"""have many potential advantages""",Probable,"""Cited synthesis. Bundled ecosystem-services claim.""",Not reported,narrative only,Not reported,Not reported,Not reported,Synthesised from multiple sources,"""Malézieux E et al. Agron Sustain Dev 2008""","""Cited review""",Review,Association,"""Pantropical""",Global,"""Not reported""",Not reported,"""Humid tropical agroforestry""",Terrestrial ecosystem
saj2015,Abstract,v0.2.0-alpha,"""cocoa-based agroforestry systems (c-AFS)""",agroforestry_vs_monoculture,No,"""biodiversity conservation and C storage""",natural_enemy_abundance,"""Compared with prevailing monoculture systems, these c-AFS significantly support biodiversity conservation and C storage while providing farmers with sustainable low-but-steady cocoa yields""",Yes,Subject→Object,Positive,"""cocoa agroforestry vs monoculture""",Population-specific,"""significantly""",Asserted,"""[FLAG] short poster abstract; details would come from full study. Bundled claim coded under natural_enemy_abundance as nearest ecosystem-services match.""",Not reported,narrative only,Not reported,Not reported,Not reported,Original to this study,,"""Multiple correspondence analysis on 58 plots""",Observation,Association,"""Central Cameroon""",Country,"""Not stated""",snapshot,"""58 cocoa-based agroforestry plots (1000 m² each); 1258 trees recorded""",Terrestrial ecosystem
saj2015,Abstract,v0.2.0-alpha,"""cocoa-based agroforestry systems (c-AFS)""",agroforestry_vs_monoculture,No,"""sustainable low-but-steady cocoa yields""",cocoa_yield,"""these c-AFS [...] providing farmers with sustainable low-but-steady cocoa yields""",Yes,Subject→Object,Negative,"""Cameroonian c-AFS""",Population-specific,"""low-but-steady""",Probable,"""'Low' yields described relative to monoculture — direction is Negative for agroforestry → yield magnitude, Positive for agroforestry → yield stability.""",Not reported,narrative only,Not reported,Not reported,Not reported,Original to this study,,"""Survey of 58 plots""",Observation,Association,"""Central Cameroon""",Country,"""Not stated""",snapshot,"""58 c-AFS plots""",Terrestrial ecosystem
saj2015,Abstract,v0.2.0-alpha,"""pioneer and light wood trees""",functional_diversity_of_shade_trees,No,"""cocoa growth""",cocoa_yield,"""pioneer and light wood trees were mainly used to support cocoa growth""",Yes,Subject→Object,Positive,"""farmers' selection of shade-tree species""",Technology-specific,"""mainly used to support""",Probable,"""Tree-functional-group classification linking specific shade-tree traits to positive cocoa-growth effects.""",Not reported,narrative only,Not reported,Not reported,Not reported,Original to this study,,"""Multiple correspondence analysis on 5 functional traits""",Statistical modelling,Association,"""Central Cameroon""",Country,"""Not stated""",snapshot,"""688 trees from 50 species in 58 plots""",Terrestrial ecosystem
abah2025,Results,v0.2.0-alpha,"""high pollinator diversity""",pollinator_diversity,No,"""cocoa yield""",cocoa_yield,"""cocoa plants on farms with many pollinators can produce around 650-800 kg/ha, but those places with little diversity do not do as well""",Yes,Subject→Object,Positive,"""Nigerian cocoa farms""",Population-specific,"""leads to more and better-harvested crops""",Probable,"""Tabular summary in review; no original-data design. Effect direction: high diversity → higher yield (~650-800 vs 350-500 kg/ha).""","""650-800 vs 350-500 kg/ha""",mean yield difference,300,Not reported,Not reported,Synthesised from multiple sources,"""Compiled from references 22, 28, 29, 32 of the review""","""Narrative review summarising multiple studies""",Review,Association,"""Nigeria""",Country,"""Not specified""",Not reported,"""Cocoa farms with high vs low pollinator diversity""",Terrestrial ecosystem
abah2025,Introduction,v0.2.0-alpha,"""native pollinators (stingless bees, flies, beetles)""",pollinator_diversity,No,"""pollination efficiency and fruit yield""",pollination_success,"""Native pollinators especially stingless bees, flies, and beetles significantly improve pollination efficiency, resulting in better fruit yield, seed quality, and crop resilience""",Yes,Subject→Object,Positive,"""tropical Nigerian agroecosystems""",Population-specific,"""significantly improve""",Probable,,Not reported,narrative only,Not reported,Not reported,Not reported,Synthesised from multiple sources,"""Klein AM et al. Proc R Soc B 2007;274:303-313; Ollerton J et al. OIKOS 2011;120:321-326""","""Cited reviews""",Review,Association,"""Nigeria""",Country,"""Not specified""",Not reported,"""Cocoa, cashew, oil palm farms""",Terrestrial ecosystem
abah2025,Discussion,v0.2.0-alpha,"""excessive rainfall during cocoa flowering""",rainfall_extreme [UNVERIFIED],No,"""cocoa fruit yield""",cocoa_yield,"""Excessive rainfall at the time of cocoa flower reproduction can render midges inactive, thus resulting in decreased fruit yield""",Yes,Subject→Object,Negative,"""mediated by Forcipomyia midge activity""",Temporal,"""can render""",Probable,"""[FLAG] novel subject code: rainfall_extreme.""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Toledo-Hernández et al. Agric Ecosyst Environ 2017;247:137-148""","""Cited review""",Review,Association,"""Tropical""",Region,"""Not specified""",Not reported,"""Cocoa flowering season""",Terrestrial ecosystem
abah2025,Discussion,v0.2.0-alpha,"""shade-grown systems and diversified planting""",agroforestry_vs_monoculture,No,"""microclimate, habitat structure, pollination efficiency and crop yields""",pollination_success,"""For pollinator-dependent crops like cocoa, cashew, and oil palm, agroecological methods such as shade-grown systems and diversified planting improve microclimatic conditions and habitat structure, which in turn boost pollination efficiency and crop yields""",Yes,Subject→Object,Positive,"""pollinator-dependent crops""",Population-specific,"""boost""",Probable,"""Cocoa-yield link via pollination mediator.""",Not reported,narrative only,Not reported,Not reported,Not reported,Synthesised from multiple sources,"""Bentrup G et al. Forests 2019;10:981; Kovács-Hostyánszki A et al. Ecol Lett 2017;20:673-689""","""Cited reviews""",Review,Association,"""Tropical""",Region,"""Not specified""",Not reported,"""Pollinator-dependent tropical crops""",Terrestrial ecosystem
abah2025,Discussion,v0.2.0-alpha,"""pesticide use""",pesticide_input,No,"""pollinator populations""",pollinator_diversity,"""Sub-lethal pesticide exposure creates adverse effects on foraging capacity and navigation, and reproduction abilities in Halictid bees and Meliponula spp.""",Yes,Subject→Object,Negative,"""tropical agriculture""",Population-specific,"""creates adverse effects""",Probable,,Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Potts SG et al. Trends Ecol Evol 2010;25:345-353; Auffray T et al. J Insect Sci 2017""","""Cited reviews""",Review,Association,"""Tropical""",Region,"""Not specified""",Not reported,"""Cocoa, cashew, oil palm farms""",Terrestrial ecosystem
abah2025,Discussion,v0.2.0-alpha,"""natural habitat preservation""",natural_habitat [UNVERIFIED],No,"""pollination services and agricultural production""",pollination_success,"""Conservation efforts that preserve or restore these habitats can significantly improve pollination services and contribute to sustainable agricultural production""",Yes,Subject→Object,Positive,"""crops dependent on insect pollination""",Population-specific,"""significantly improve""",Probable,"""[FLAG] novel subject code: natural_habitat (forest patches near farms).""",Not reported,narrative only,Not reported,Not reported,Not reported,Synthesised from multiple sources,"""Bentrup G et al. Forests 2019;10:981""","""Cited review""",Review,Association,"""Tropical""",Region,"""Not specified""",Not reported,"""Agricultural landscapes""",Terrestrial ecosystem
abah2025,Discussion,v0.2.0-alpha,"""wild pollinators""",pollinator_diversity,No,"""fruit set""",pollination_success,"""Wild pollinators enhance fruit set of crops regardless of honey bee abundance""",Yes,Subject→Object,Positive,"""crop pollination across many systems""",Unconditional,"""enhance""",Asserted,"""Cited cornerstone finding by Garibaldi 2013.""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Garibaldi LA et al. Science 2013;339:1608-1611""","""Cited global synthesis""",Review,Association,"""Global""",Global,"""Not specified""",Not reported,"""41 crop systems worldwide""",Terrestrial ecosystem
kongor2024,Discussion,v0.2.0-alpha,"""cocoa monoculture systems""",agroforestry_vs_monoculture,No,"""cocoa yield""",cocoa_yield,"""some studies have reported higher cocoa yields under cocoa monoculture systems but with high inputs (fertilizers and agrochemicals)""",Yes,Subject→Object,Negative,"""monoculture vs agroforestry; with high inputs""",Technology-specific,"""reported""",Probable,"""Direction Negative for agroforestry→yield (monoculture has higher yield).""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Ahenkorah et al. Exp Agric 1987;23:31-39; Armengot et al. Agron Sustainable Dev 2016;36:1-10""","""Cited cohort/experimental studies""",Statistical modelling,Controlled comparison,"""West Africa""",Region,"""Not reported""",Not reported,"""Smallholder cocoa farms""",Terrestrial ecosystem
