paper_id,paper_section,version,subject_raw,subject_code,subject_trend_only,object_raw,object_code,rel_raw,rel_exists,rel_direction,rel_valence,rel_conditionality_raw,rel_conditionality_code,rel_uncertainty_raw,rel_uncertainty_code,rel_exists_note,effect_raw,effect_metric,effect_magnitude,effect_error_metric,effect_error_magnitude,source_locus,source_citation_raw,method_raw,method_type,causal_inference_level,geographic_scope_raw,geographic_scope_code,temporal_scope_raw,temporal_scope_code,population_raw,population_code
ashwal2015,Results,v0.2.0-alpha,"""TOLAC""",uterine_rupture,Yes,,,"""Overall, there were 24 cases in which uterine rupture was surgically diagnosed, yielding a total incidence of 1.3%""",Yes,Indeterminate,Indeterminate,"""TOLAC in Israeli single-protocol setting""",Population-specific,"""1.3%""",Asserted,"""subject_trend_only=Yes: rupture incidence reported. Notable: 1.3% is higher than US rates of 0.3–0.5%, possibly due to higher induction/augmentation use.""","""24/1,767 = 1.3%""",rate,1.3%,Not reported,Not reported,Original to this study,,"""Retrospective cohort""",Observation,Association,"""Israel""",Country,"""2010–2014""",multi-year,"""1,767 women attempting TOLAC""",Human
ashwal2015,Discussion,v0.2.0-alpha,"""failed TOLAC""",tolac_failure,No,"""maternal and neonatal morbidity""",maternal_morbidity,"""failed TOLAC and subsequent CS were associated with an increased risk for maternal and neonatal morbidity compared to an elective CS""",Yes,Subject→Object,Positive,"""compared to elective CS""",Unconditional,"""associated""",Probable,,Not reported,narrative only,Not reported,Not reported,Not reported,Synthesised from multiple sources,"""Landon MB et al. NEJM 2004; McMahon MJ et al. NEJM 1996; NIH Consensus 2010""","""Cited cohort/consensus""",Statistical modelling,Controlled comparison,"""United States""",Country,"""Not reported""",Not reported,"""Women with prior CS""",Human
bhide2016,Results,v0.2.0-alpha,"""Asian ethnic origin""",ethnicity,No,"""successful VBAC""",vbac_success,"""Asian (odds ratio [OR] 1.59, 95% confidence interval [CI] 1.14–2.23)""",Yes,Subject→Object,Negative,"""compared with White European""",Population-specific,"""significantly""",Asserted,"""OR reported is for FAILED VBAC; valence here is for success → Negative.""","""OR 1.59 (1.14–2.23), p=0.007""",odds ratio for failure,1.59,95% CI,1.14-2.23,Original to this study,,"""Retrospective cohort with logistic regression""",Statistical modelling,Association,"""St George's Hospital, London, UK""",Country,"""1 January 2000 to 31 August 2013""",multi-year,"""1463 women with one previous low-transverse caesarean attempting VBAC with cephalic singleton at term""",Human
bhide2016,Results,v0.2.0-alpha,"""African ethnic origin""",ethnicity,No,"""successful VBAC""",vbac_success,"""African (OR 1.80, 95% CI 1.23–2.64) ethnic origin""",Yes,Subject→Object,Negative,"""compared with White European""",Population-specific,"""significantly""",Asserted,"""OR reported is for FAILED VBAC; valence here is for success → Negative.""","""OR 1.80 (1.23–2.64), p=0.003""",odds ratio for failure,1.80,95% CI,1.23-2.64,Original to this study,,"""Retrospective cohort with logistic regression""",Statistical modelling,Association,"""London, UK""",Country,"""2000–2013""",multi-year,"""1463 women attempting VBAC""",Human
bhide2016,Results,v0.2.0-alpha,"""previous cesarean for failure to progress""",prior_caesarean_indication_recurring,No,"""successful VBAC""",vbac_success,"""previous cesarean for failure to progress (OR 6.39, 95% CI 4.81–8.49)""",Yes,Subject→Object,Negative,"""compared with cesarean for other indications""",Unconditional,"""significantly""",Asserted,"""OR reported is for FAILED VBAC.""","""OR 6.39 (4.81–8.49), p<0.001""",odds ratio for failure,6.39,95% CI,4.81-8.49,Original to this study,,"""Retrospective cohort with logistic regression""",Statistical modelling,Association,"""London, UK""",Country,"""2000–2013""",multi-year,"""1463 women attempting VBAC""",Human
bhide2016,Results,v0.2.0-alpha,"""previous vaginal birth""",prior_vaginal_birth,No,"""successful VBAC""",vbac_success,"""Prior vaginal delivery did not affect the outcome of VBAC""",No,Subject→Object,Indeterminate,"""London UK cohort, 1463 women""",Population-specific,"""did not affect""",Asserted,"""[FLAG] In contrast to Knight 2013, Obeidat 2013, Gonen 2004, Olagbuji 2010 which found prior vaginal birth strongly positive. May reflect low base rate (14%) or confounding.""","""failed 14.5% vs successful 13.6%, p=0.65""",proportion,Not reported,Not reported,Not reported,Original to this study,,"""Univariate comparison""",Statistical modelling,Association,"""London, UK""",Country,"""2000–2013""",multi-year,"""1463 women attempting VBAC""",Human
bhide2016,Results,v0.2.0-alpha,"""maternal body mass index at booking""",maternal_bmi,No,"""successful VBAC""",vbac_success,"""body mass index at booking 26.8 ± 5.5 vs 26.0 ± 5.2 (P=0.021)""",Yes,Subject→Object,Negative,"""univariate; not significant in multivariate""",Unconditional,"""univariate p=0.021; not significant in multivariate""",Probable,,"""mean BMI 26.8 vs 26.0, univariate p=0.021; OR 1.01 (0.98–1.04), p=0.49 in multivariate""",odds ratio,1.01,95% CI,0.98-1.04,Original to this study,,"""Univariate t-test + logistic regression""",Statistical modelling,Association,"""London, UK""",Country,"""2000–2013""",multi-year,"""1463 women attempting VBAC""",Human
bhide2016,Results,v0.2.0-alpha,"""induction of labor""",induction_of_labour,No,"""successful VBAC""",vbac_success,"""Induction of labor [...] 84 (20.3%) failed vs 117 (11.1%) success, p<0.001""",Yes,Subject→Object,Negative,"""London UK cohort, univariate""",Unconditional,"""significantly""",Asserted,"""Excluded from multivariate because not known at first prenatal visit; valence captured from univariate.""","""20.3% vs 11.1%, p<0.001""",proportion,Not reported,Not reported,Not reported,Original to this study,,"""Univariate chi-square""",Statistical modelling,Association,"""London, UK""",Country,"""2000–2013""",multi-year,"""1463 women attempting VBAC""",Human
bhide2016,Results,v0.2.0-alpha,"""birth weight""",macrosomia,No,"""successful VBAC""",vbac_success,"""Birth weight was significantly higher for women with failed VBAC than for those who had a successful vaginal delivery (P<0.001) [mean 3486 g vs 3400 g]""",Yes,Subject→Object,Negative,"""London UK cohort""",Unconditional,"""significantly""",Asserted,,"""mean 3486 g vs 3400 g, p<0.001""",mean difference,86,Not reported,Not reported,Original to this study,,"""Univariate t-test""",Statistical modelling,Association,"""London, UK""",Country,"""2000–2013""",multi-year,"""1463 women attempting VBAC""",Human
bhide2016,Results,v0.2.0-alpha,"""male fetus""",fetal_sex_male [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""A significantly higher proportion of women carrying a male fetus were unsuccessful in VBAC (P = 0.013)""",Yes,Subject→Object,Negative,"""univariate""",Unconditional,"""significantly""",Probable,"""[FLAG] novel subject code: fetal_sex_male.""","""234/179 vs 519/531, p=0.013""",proportion,Not reported,Not reported,Not reported,Original to this study,,"""Univariate chi-square""",Statistical modelling,Association,"""London, UK""",Country,"""2000–2013""",multi-year,"""1463 women attempting VBAC""",Human
bhide2016,Results,v0.2.0-alpha,"""pre-pregnancy diabetes""",gestational_diabetes,No,"""successful VBAC""",vbac_success,"""Pre-pregnancy diabetes [...] failed 16/35 (45.7%) vs successful 19/35 (54.3%), p=0.018""",Yes,Subject→Object,Negative,"""univariate""",Unconditional,"""significantly""",Probable,,"""failed 45.7% vs success 54.3%, p=0.018""",proportion,Not reported,Not reported,Not reported,Original to this study,,"""Univariate chi-square""",Statistical modelling,Association,"""London, UK""",Country,"""2000–2013""",multi-year,"""1463 women attempting VBAC""",Human
bhide2016,Results,v0.2.0-alpha,"""maternal smoking status""",maternal_smoking [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""Smoker 10/71 (14.1%) failed vs 61/71 (85.9%) success, p=0.008""",Yes,Subject→Object,Positive,"""univariate; not significant in multivariate""",Unconditional,"""significantly in univariate, NS in multivariate""",Probable,"""[FLAG] novel subject code: maternal_smoking. Direction (smoker → more success) is counter-intuitive; likely confounded by ethnicity/BMI.""","""failed 14.1% vs success 85.9%, p=0.008; OR 0.45 (0.19–1.05) p=0.064 multivariate""",odds ratio for failure,0.45,95% CI,0.19-1.05,Original to this study,,"""Univariate + multivariate logistic regression""",Statistical modelling,Association,"""London, UK""",Country,"""2000–2013""",multi-year,"""1463 women attempting VBAC""",Human
bhide2016,Introduction,v0.2.0-alpha,"""factors at first prenatal visit""",mfmu_calculator_score,No,"""successful VBAC""",vbac_success,"""Grobman et al. [7] produced a model based on factors available at the first prenatal visit""",Yes,Subject→Object,Positive,"""prenatal counselling""",Unconditional,"""reasonably accurate""",Probable,"""Cited prediction model.""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Grobman WA et al. Obstet Gynecol 2007;109:806–812""","""Cited prediction nomogram""",Statistical modelling,Association,"""United States""",Country,"""Not reported""",Not reported,"""Women with prior CS""",Human
bhide2016,Discussion,v0.2.0-alpha,"""failed attempt at VBAC""",tolac_failure,No,"""composite maternal morbidity""",maternal_morbidity,"""A failed attempt at VBAC after a long trial of labor [...] increases morbidity as compared with a planned repeat cesarean delivery""",Yes,Subject→Object,Positive,"""TOLAC""",Population-specific,"""increases""",Probable,,Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Cahill AG et al. Am J Obstet Gynecol 2006;195:1143–1147""","""Cited cohort""",Statistical modelling,Controlled comparison,"""United States""",Country,"""Not reported""",Not reported,"""Women with prior CS and prior vaginal delivery""",Human
chaillet2013,Methods,v0.2.0-alpha,"""maternal age""",maternal_age,No,"""successful VBAC""",vbac_success,"""w = 3.766 – 0.039 (maternal age)""",Yes,Subject→Object,Negative,"""Grobman nomogram applied to Quebec cohort""",Unconditional,"""coefficient""",Asserted,"""Coefficient from prediction model (validated): negative → older age reduces probability of VBAC success.""","""coefficient −0.039 per year""",logistic coefficient,-0.039,Not reported,Not reported,Original to this study,,"""Validation of Grobman nomogram by application to Quebec cohort""",Statistical modelling,Association,"""32 hospitals in Quebec, Canada""",Country,"""2008–2012""",multi-year,"""3,113 women with one prior low-transverse CS who attempted TOLAC at term""",Human
chaillet2013,Methods,v0.2.0-alpha,"""pre-pregnancy BMI""",maternal_bmi,No,"""successful VBAC""",vbac_success,"""−0.060 (pre-pregnancy BMI)""",Yes,Subject→Object,Negative,"""Grobman nomogram""",Unconditional,"""coefficient""",Asserted,,"""coefficient −0.060 per BMI unit""",logistic coefficient,-0.060,Not reported,Not reported,Original to this study,,"""Validation of Grobman nomogram""",Statistical modelling,Association,"""Quebec""",Country,"""2008–2012""",multi-year,"""3,113 women""",Human
chaillet2013,Methods,v0.2.0-alpha,"""any prior vaginal delivery""",prior_vaginal_birth,No,"""successful VBAC""",vbac_success,"""+0.888 (any prior vaginal delivery [1 or 0])""",Yes,Subject→Object,Positive,"""Grobman nomogram""",Unconditional,"""coefficient""",Asserted,,"""coefficient +0.888""",logistic coefficient,0.888,Not reported,Not reported,Original to this study,,"""Validation of Grobman nomogram""",Statistical modelling,Association,"""Quebec""",Country,"""2008–2012""",multi-year,"""3,113 women""",Human
chaillet2013,Methods,v0.2.0-alpha,"""prior VBAC""",prior_successful_vbac,No,"""successful VBAC""",vbac_success,"""+1.003 (VBAC [1 or 0])""",Yes,Subject→Object,Positive,"""Grobman nomogram""",Unconditional,"""coefficient""",Asserted,,"""coefficient +1.003""",logistic coefficient,1.003,Not reported,Not reported,Original to this study,,"""Validation of Grobman nomogram""",Statistical modelling,Association,"""Quebec""",Country,"""2008–2012""",multi-year,"""3,113 women""",Human
chaillet2013,Methods,v0.2.0-alpha,"""recurring indication for CS""",prior_caesarean_indication_recurring,No,"""successful VBAC""",vbac_success,"""−0.632 (recurring indication for CS [1 or 0])""",Yes,Subject→Object,Negative,"""Grobman nomogram""",Unconditional,"""coefficient""",Asserted,,"""coefficient −0.632""",logistic coefficient,-0.632,Not reported,Not reported,Original to this study,,"""Validation of Grobman nomogram""",Statistical modelling,Association,"""Quebec""",Country,"""2008–2012""",multi-year,"""3,113 women""",Human
chaillet2013,Results,v0.2.0-alpha,"""induction of labour""",induction_of_labour,No,"""successful VBAC""",vbac_success,"""For women with predicted probability <60%, observed VBAC rate was 55.0% with spontaneous labour vs 37.1% with induction (p<0.01)""",Yes,Subject→Object,Negative,"""low-predicted-probability women""",Population-specific,"""significant""",Asserted,"""For high-predicted-probability women (≥70%), induction did NOT significantly reduce observed VBAC rates.""","""55.0% vs 37.1%, p<0.01""",proportion,Not reported,Not reported,Not reported,Original to this study,,"""Stratified analysis""",Statistical modelling,Association,"""Quebec""",Country,"""2008–2012""",multi-year,"""3,113 women""",Human
chaillet2013,Discussion,v0.2.0-alpha,"""predicted probability of VBAC < 70%""",mfmu_calculator_score,No,"""maternal and neonatal morbidity (TOLAC vs ERCS)""",maternal_morbidity,"""morbidity was greater with TOLAC than with elective repeat Caesarean section when the probability was below 70%""",Yes,Subject→Object,Negative,"""compared with elective repeat CS""",Unconditional,"""greater""",Probable,"""Coded as Negative for predicted-probability → morbidity (lower predicted probability associated with higher TOLAC-vs-ERCS morbidity difference).""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Grobman WA et al. Am J Obstet Gynecol 2009;200:56e1-e6; Chaillet N et al. J Obstet Gynaecol Can 2012;34:820-5""","""Cited cohort analyses""",Statistical modelling,Association,"""United States; Canada""",Country,"""Not reported""",Not reported,"""Women undergoing TOLAC""",Human
chaillet2013,Discussion,v0.2.0-alpha,"""spontaneous preterm labour""",gestational_age,No,"""successful VBAC""",vbac_success,"""successful VBAC is usually more likely in women with spontaneous preterm labour""",Yes,Subject→Object,Negative,"""preterm vs term""",Temporal,"""usually more likely""",Probable,"""Coded subject=gestational_age, valence=Negative (lower GA / preterm → more success).""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Hammoud A et al. J Matern Fetal Neonatal Med 2004;15:202–206""","""Cited cohort""",Statistical modelling,Association,"""Canada""",Country,"""Not reported""",Not reported,"""Women with prior CS and preterm labour""",Human
clark2008_fetal_injury,Results,v0.2.0-alpha,"""routine vacuum use during cesarean delivery""",vacuum_at_cesarean [UNVERIFIED],No,"""major fetal intracranial hemorrhage""",fetal_injury,"""The use of a vacuum device as a routine procedure at the time of repeat cesarean delivery was associated with major fetal intracranial hemorrhage""",Yes,Subject→Object,Positive,"""scheduled repeat cesarean delivery, single case""",Unconditional,"""appears likely""",Possible,"""[FLAG] novel subject code: vacuum_at_cesarean. Single case report — very low causal weight. Off-topic for VBAC corpus (concerns repeat cesarean, not TOLAC outcome).""",Not reported,case description,1 case,Not reported,Not reported,Original to this study,,"""Single case report from quality-improvement review""",Observation,Association,"""USA""",Country,"""Not specified""",snapshot,"""One 42-year-old G3P1 woman undergoing scheduled repeat cesarean""",Human
clark2008_fetal_injury,Discussion,v0.2.0-alpha,"""prolongation of incision to delivery time assisted with vacuum""",incision_delivery_time [UNVERIFIED],No,"""neonatal depression""",neonatal_morbidity,"""the prolongation of the incision to delivery time assisted with vacuum use has been shown to increase the risk of neonatal depression when compared with traditional cesarean delivery technique""",Yes,Subject→Object,Positive,"""cesarean delivery with vacuum""",Unconditional,"""has been shown""",Probable,"""[FLAG] novel subject code: incision_delivery_time.""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Arad I, Linder N, Bercovici B. J Perinatal Med 1986;14:137–140""","""Cited small descriptive series""",Observation,Association,"""Not specified""",Country,"""Not reported""",Not reported,"""Neonates born by vacuum-assisted cesarean""",Human
clark2008_fetal_injury,Introduction,v0.2.0-alpha,"""vacuum-assisted vaginal delivery""",vacuum_assisted_delivery [UNVERIFIED],No,"""fetal injury""",fetal_injury,"""Occasional fetal injury associated with vacuum-assisted vaginal delivery is well described""",Yes,Subject→Object,Positive,"""vaginal delivery""",Unconditional,"""well described""",Probable,"""[FLAG] novel subject code: vacuum_assisted_delivery. Operative vaginal delivery rather than TOLAC-specific.""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Simonson C, Barlow P, Dehennin N, et al. Obstet Gynecol 2007;109:626–633""","""Cited cohort""",Observation,Association,"""Not specified""",Country,"""Not reported""",Not reported,"""Neonates born by vacuum-assisted vaginal delivery""",Human
girma2021,Results,v0.2.0-alpha,"""fetal macrosomia as past indication of cesarean section""",prior_caesarean_indication_recurring,No,"""successful VBAC""",vbac_success,"""macrosomia as past indication of cesarean section delivery: AOR; 0.31, 95% CI (0.15, 0.62)""",Yes,Subject→Object,Negative,"""Ethiopian tertiary hospital, retrospective""",Population-specific,"""significantly""",Asserted,"""[FLAG] Macrosomia in PRIOR pregnancy as CS indication coded under recurring indication; the primary mechanism may be repeated macrosomia in current pregnancy.""","""AOR 0.31 (0.15, 0.62)""",odds ratio,0.31,95% CI,0.15-0.62,Original to this study,,"""Multivariable logistic regression""",Statistical modelling,Association,"""Mizan-Tepi University Teaching Hospital, southwest Ethiopia""",Country,"""2017–2019""",multi-year,"""416 women with one previous CS undergoing trial of labour""",Human
girma2021,Results,v0.2.0-alpha,"""prior successful VBAC""",prior_successful_vbac,No,"""successful VBAC""",vbac_success,"""prior successful vaginal birth after cesarean section: AOR; 2, 95% CI (1.18, 3.70)""",Yes,Subject→Object,Positive,"""Ethiopian cohort""",Population-specific,"""significantly""",Asserted,,"""AOR 2 (1.18, 3.70)""",odds ratio,2.0,95% CI,1.18-3.70,Original to this study,,"""Multivariable logistic regression""",Statistical modelling,Association,"""Ethiopia""",Country,"""2017–2019""",multi-year,"""416 women""",Human
girma2021,Results,v0.2.0-alpha,"""previous successful spontaneous vaginal delivery""",prior_vaginal_birth,No,"""successful VBAC""",vbac_success,"""previous successful spontaneous vaginal delivery: AOR; 4, 95% CI (2.05, 7.83)""",Yes,Subject→Object,Positive,"""Ethiopian cohort""",Population-specific,"""significantly""",Asserted,,"""AOR 4 (2.05, 7.83)""",odds ratio,4.0,95% CI,2.05-7.83,Original to this study,,"""Multivariable logistic regression""",Statistical modelling,Association,"""Ethiopia""",Country,"""2017–2019""",multi-year,"""416 women""",Human
girma2021,Results,v0.2.0-alpha,"""cervical dilatation ≥3 cm at admission""",cervical_dilation_at_admission,No,"""successful VBAC""",vbac_success,"""cervical dilatation at admission: AOR; 2.7, 95% CI (1.47, 4.95)""",Yes,Subject→Object,Positive,"""vs closed cervix""",Temporal,"""significantly""",Asserted,,"""AOR 2.7 (1.47, 4.95)""",odds ratio,2.7,95% CI,1.47-4.95,Original to this study,,"""Multivariable logistic regression""",Statistical modelling,Association,"""Ethiopia""",Country,"""2017–2019""",multi-year,"""416 women""",Human
girma2021,Results,v0.2.0-alpha,"""duration of labour < 20 hours""",duration_first_stage [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""duration of labor: AOR; 1.7, 95% CI (1.07, 2.83)""",Yes,Subject→Object,Negative,"""Ethiopian cohort; shorter labour ≤20h vs ≥20h""",Temporal,"""significantly""",Asserted,"""Coded as Negative for labour duration→success (longer labour = less success).""","""AOR 1.7 (1.07, 2.83), <20h vs ≥20h""",odds ratio,1.7,95% CI,1.07-2.83,Original to this study,,"""Multivariable logistic regression""",Statistical modelling,Association,"""Ethiopia""",Country,"""2017–2019""",multi-year,"""416 women""",Human
girma2021,Results,v0.2.0-alpha,"""parity""",parity,No,"""successful VBAC""",vbac_success,"""Parity II [AOR] 1.6 (0.35,7.17); not significant in multivariate""",No,Subject→Object,Indeterminate,"""Ethiopian cohort, multivariate""",Unconditional,"""not significant""",Possible,,"""AOR 1.6 (0.35, 7.17)""",odds ratio,1.6,95% CI,0.35-7.17,Original to this study,,"""Multivariable logistic regression""",Statistical modelling,Association,"""Ethiopia""",Country,"""2017–2019""",multi-year,"""416 women""",Human
girma2021,Results,v0.2.0-alpha,"""antepartum haemorrhage""",antepartum_haemorrhage [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""APH Yes [AOR] 1.3 (0.67,2.55); not significant""",No,Subject→Object,Indeterminate,"""Ethiopian cohort""",Unconditional,"""not significant""",Possible,"""[FLAG] novel subject code: antepartum_haemorrhage.""","""AOR 1.3 (0.67, 2.55)""",odds ratio,1.3,95% CI,0.67-2.55,Original to this study,,"""Multivariable logistic regression""",Statistical modelling,Association,"""Ethiopia""",Country,"""2017–2019""",multi-year,"""416 women""",Human
girma2021,Discussion,v0.2.0-alpha,"""birth weight >4000 g""",macrosomia,No,"""successful VBAC""",vbac_success,"""birth weight >4000 g reduces the likelihood of successful VBAC (AOR; 0.56; 95% CI: 0.50–0.64)""",Yes,Subject→Object,Negative,"""TOLAC across multiple studies""",Unconditional,"""reduces""",Asserted,,"""AOR 0.56 (0.50–0.64)""",odds ratio,0.56,95% CI,0.50-0.64,Cited from prior work,"""Wu Y, Kataria Y, Wang Z et al. BMC Pregnancy Childbirth 2019;19:360 (systematic review and meta-analysis)""","""Cited systematic review with meta-analysis""",Review,Association,"""Multiple countries""",Country,"""Not reported""",Not reported,"""Women attempting VBAC""",Human
gonen2004,Results,v0.2.0-alpha,"""abnormal presentation as the indication for the primary CS""",prior_caesarean_indication_non_recurring,No,"""successful VBAC""",vbac_success,"""Abnormal presentation as the indication for the primary CS had the strongest association with successful VBAC (OR, 7.4; 95% CI, 2.8 to 19.2)""",Yes,Subject→Object,Positive,"""women with one previous low-transverse CS undergoing trial of VBAC""",Population-specific,"""significantly associated""",Asserted,,"""OR, 7.4; 95% CI 2.8 to 19.2""",odds ratio,7.4,95% CI,2.8-19.2,Original to this study,,"""Univariate and multiple stepwise logistic regression models""",Statistical modelling,Association,"""Bnai Zion Medical Center, a university hospital mainly serving the urban population of the city of Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with a history of one previous low-transverse CS who underwent a trial of VBAC""",Human
